filename,width,height,class,xmin,ymin,xmax,ymax
CAM_1041.jpg,960,576,pickup,6,92,910,476
CAM_1042.jpg,960,576,pickup,79,107,959,505
CAM_1043.jpg,960,576,pickup,6,106,951,468
CAM_1044.jpg,960,576,pickup,8,131,955,521
CAM_1045.jpg,960,576,pickup,155,135,956,521
CAM_1046.jpg,960,576,pickup,1,107,947,514
CAM_1047.jpg,960,576,pickup,6,99,959,513
CAM_1048.jpg,960,576,pickup,2,103,959,509
CAM_1049.jpg,960,576,pickup,1,82,878,502
CAM_1051.jpg,960,576,pickup,16,101,911,517
CAM_1052.jpg,960,576,pickup,10,119,911,514
CAM_1053.jpg,960,576,pickup,183,153,949,520
CAM_1054.jpg,960,576,pickup,3,118,958,515
CAM_1055.jpg,960,576,pickup,21,131,946,531
CAM_1056.jpg,960,576,pickup,8,113,955,540
CAM_1057.jpg,960,576,pickup,3,109,943,540
CAM_1058.jpg,960,576,pickup,14,115,952,558
CAM_1059.jpg,960,576,pickup,11,114,952,520
CAM_1060.jpg,960,576,pickup,149,20,760,308
CAM_1061.jpg,960,576,pickup,11,104,952,536
CAM_1063.jpg,960,576,pickup,26,115,933,514
CAM_1064.jpg,960,576,pickup,60,72,898,449
CAM_1065.jpg,960,576,pickup,81,49,876,397
CAM_1066.jpg,960,576,pickup,55,61,866,449
CAM_1067.jpg,960,576,pickup,124,58,908,411
CAM_1068.jpg,960,576,pickup,122,61,955,391
CAM_1070.jpg,960,576,pickup,65,51,960,496
CAM_1071.jpg,960,576,pickup,86,72,827,444
CAM_1072.jpg,960,576,pickup,55,26,891,453
CAM_1073.jpg,960,576,pickup,151,47,824,337
CAM_1074.jpg,960,576,pickup,114,24,876,394
CAM_1075.jpg,960,576,pickup,42,39,903,459
CAM_1076.jpg,960,576,pickup,209,27,947,385
CAM_1077.jpg,960,576,pickup,66,34,896,445
CAM_1078.jpg,960,576,pickup,72,60,775,353
CAM_1080.jpg,960,576,pickup,61,133,951,482
CAM_1081.jpg,960,576,pickup,33,110,935,503
CAM_1082.jpg,960,576,pickup,1,125,922,439
CAM_1083.jpg,960,576,pickup,57,155,905,539
CAM_1084.jpg,960,576,pickup,53,141,926,531
CAM_1085.jpg,960,576,pickup,3,142,957,512
CAM_1086.jpg,960,576,pickup,8,138,958,501
CAM_1087.jpg,960,576,pickup,4,154,959,516
CAM_1088.jpg,960,576,pickup,48,137,946,488
CAM_1089.jpg,960,576,pickup,5,135,958,494
CAM_1090.jpg,960,576,pickup,5,135,938,511
CAM_1091.jpg,960,576,pickup,13,140,945,520
CAM_1093.jpg,960,576,pickup,70,107,950,453
CAM_1094.jpg,960,576,pickup,7,122,741,482
CAM_1095.jpg,960,576,pickup,7,132,795,466
CAM_1096.jpg,960,576,pickup,1,132,795,538
CAM_1098.jpg,960,576,pickup,8,103,871,529
CAM_1099.jpg,960,576,pickup,3,127,859,514
CAM_1100.jpg,960,576,pickup,86,123,947,566
CAM_1101.jpg,960,576,pickup,51,135,880,529
CAM_1103.jpg,960,576,pickup,11,125,926,532
CAM_1104.jpg,960,576,pickup,24,112,946,521
CAM_1105.jpg,960,576,pickup,4,141,843,516
CAM_1106.jpg,960,576,pickup,31,112,913,517
CAM_1107.jpg,960,576,pickup,77,114,883,512
CAM_1108.jpg,960,576,pickup,6,113,884,537
CAM_1109.jpg,960,576,pickup,6,102,949,505
CAM_1110.jpg,960,576,pickup,35,107,921,520
CAM_1111.jpg,960,576,pickup,7,109,889,527
CAM_1112.jpg,960,576,pickup,8,144,870,501
CAM_1113.jpg,960,576,pickup,57,130,934,520
CAM_1114.jpg,960,576,pickup,8,97,943,529
CAM_1115.jpg,960,576,pickup,6,106,949,507
CAM_1116.jpg,960,576,pickup,7,134,829,498
CAM_1118.jpg,960,576,pickup,1,131,958,500
CAM_1119.jpg,960,576,pickup,6,127,790,465
CAM_1120.jpg,960,576,pickup,8,107,955,555
CAM_1121.jpg,960,576,pickup,1,118,953,513
CAM_1123.jpg,960,576,pickup,41,161,959,526
CAM_1124.jpg,960,576,pickup,48,104,960,515
CAM_1125.jpg,960,576,pickup,23,111,960,505
CAM_1126.jpg,960,576,pickup,2,113,960,512
CAM_1127.jpg,960,576,pickup,8,119,960,514
CAM_1128.jpg,960,576,pickup,1,104,934,505
CAM_1129.jpg,960,576,pickup,77,157,960,524
CAM_1130.jpg,960,576,pickup,65,148,951,487
CAM_1131.jpg,960,576,pickup,32,114,947,485
CAM_1132.jpg,960,576,pickup,5,108,831,514
CAM_1133.jpg,960,576,pickup,236,125,958,539
CAM_1134.jpg,960,576,pickup,2,147,958,482
CAM_1135.jpg,960,576,pickup,169,145,886,488
CAM_1137.jpg,960,576,pickup,4,132,960,494
CAM_1138.jpg,960,576,pickup,172,133,960,515
CAM_1140.jpg,960,576,pickup,1,102,960,478
CAM_1141.jpg,960,576,pickup,1,117,960,510
CAM_1142.jpg,960,576,pickup,2,115,960,511
CAM_1143.jpg,960,576,pickup,24,110,958,518
CAM_1144.jpg,960,576,pickup,6,108,817,478
CAM_1145.jpg,960,576,pickup,2,122,960,515
CAM_1147.jpg,960,576,pickup,7,116,960,504
CAM_1148.jpg,960,576,pickup,3,125,960,510
CAM_1149.jpg,960,576,pickup,4,114,959,516
CAM_1150.jpg,960,576,pickup,1,128,946,514
CAM_1151.jpg,960,576,pickup,2,128,960,514
CAM_1152.jpg,960,576,pickup,10,138,960,527
CAM_1153.jpg,960,576,pickup,2,115,960,509
CAM_1154.jpg,960,576,pickup,1,146,957,515
CAM_1156.jpg,960,576,pickup,3,112,960,506
CAM_1157.jpg,960,576,pickup,4,98,959,485
CAM_1158.jpg,960,576,pickup,2,106,960,497
CAM_1159.jpg,960,576,pickup,51,135,960,500
CAM_1160.jpg,960,576,pickup,59,143,960,518
CAM_1161.jpg,960,576,pickup,4,111,787,496
CAM_1162.jpg,960,576,pickup,4,107,931,512
CAM_1163.jpg,960,576,pickup,7,106,960,515
CAM_1164.jpg,960,576,pickup,8,85,928,507
CAM_1166.jpg,960,576,pickup,11,95,954,511
CAM_1167.jpg,960,576,pickup,4,114,952,516
CAM_1168.jpg,960,576,pickup,44,109,955,514
CAM_1169.jpg,960,576,pickup,3,104,960,540
CAM_1170.jpg,960,576,pickup,5,119,960,474
CAM_1171.jpg,960,576,pickup,12,92,960,512
CAM_1173.jpg,960,576,pickup,2,89,710,494
CAM_1174.jpg,960,576,pickup,1,107,960,504
CAM_1175.jpg,960,576,pickup,11,112,960,474
CAM_1176.jpg,960,576,pickup,1,126,960,507
CAM_1177.jpg,960,576,pickup,2,126,960,518
CAM_1178.jpg,960,576,pickup,1,110,960,503
CAM_1179.jpg,960,576,pickup,7,129,960,539
CAM_1181.jpg,960,576,pickup,9,102,960,516
CAM_1182.jpg,960,576,pickup,2,113,885,502
CAM_1183.jpg,960,576,pickup,1,141,960,539
CAM_1184.jpg,960,576,pickup,18,109,946,518
CAM_1185.jpg,960,576,pickup,7,109,960,518
CAM_1186.jpg,960,576,pickup,7,97,960,481
CAM_1187.jpg,960,576,pickup,46,123,955,524
CAM_1188.jpg,960,576,pickup,8,115,960,538
CAM_1189.jpg,960,576,pickup,18,110,960,518
CAM_1190.jpg,960,576,pickup,8,110,959,524
CAM_1192.jpg,960,576,pickup,1,113,960,498
CAM_1193.jpg,960,576,pickup,10,116,960,516
CAM_1194.jpg,960,576,pickup,8,96,929,517
CAM_1195.jpg,960,576,pickup,3,115,774,499
CAM_1208.jpg,960,576,pickup,10,113,957,500
CAM_1209.jpg,960,576,pickup,8,132,960,506
CAM_1210.jpg,960,576,pickup,2,118,958,521
CAM_1211.jpg,960,576,pickup,8,109,958,532
CAM_1212.jpg,960,576,pickup,1,115,960,510
CAM_1213.jpg,960,576,pickup,25,114,960,528
CAM_1214.jpg,960,576,pickup,8,99,946,478
CAM_1215.jpg,960,576,pickup,1,97,960,493
CAM_1216.jpg,960,576,pickup,10,96,938,519
CAM_1217.jpg,960,576,pickup,5,135,935,520
CAM_1218.jpg,960,576,pickup,204,103,960,508
CAM_1219.jpg,960,576,pickup,3,101,956,521
CAM_1221.jpg,960,576,pickup,5,127,740,525
CAM_1222.jpg,960,576,pickup,8,113,913,517
CAM_1223.jpg,960,576,pickup,7,128,874,512
CAM_1224.jpg,960,576,pickup,1,88,950,498
CAM_1225.jpg,960,576,pickup,5,93,947,509
CAM_1226.jpg,960,576,pickup,3,123,863,522
CAM_1227.jpg,960,576,pickup,11,107,945,501
CAM_1228.jpg,960,576,pickup,3,98,934,511
CAM_1230.jpg,960,576,pickup,15,97,786,505
CAM_1231.jpg,960,576,pickup,10,129,800,552
CAM_1232.jpg,960,576,pickup,6,120,940,518
CAM_1233.jpg,960,576,pickup,7,114,959,512
CAM_1234.jpg,960,576,pickup,43,104,957,513
CAM_1235.jpg,960,576,pickup,2,111,954,515
CAM_1236.jpg,960,576,pickup,2,115,725,517
CAM_1237.jpg,960,576,pickup,7,101,808,504
CAM_1238.jpg,960,576,pickup,6,126,943,513
CAM_1239.jpg,960,576,pickup,6,105,810,518
CAM_1240.jpg,960,576,pickup,15,113,947,568
CAM_1241.jpg,960,576,pickup,8,113,949,528
CAM_1242.jpg,960,576,pickup,13,116,881,502
CAM_1243.jpg,960,576,pickup,12,125,843,549
CAM_1244.jpg,960,576,pickup,12,122,949,532
CAM_1246.jpg,960,576,pickup,9,95,946,523
CAM_1247.jpg,960,576,pickup,12,117,903,527
CAM_1248.jpg,960,576,pickup,10,132,934,520
CAM_1251.jpg,960,576,pickup,5,109,934,507
CAM_1252.jpg,960,576,pickup,43,132,906,509
CAM_1253.jpg,960,576,pickup,5,118,941,519
CAM_1254.jpg,960,576,pickup,3,74,958,507
CAM_1255.jpg,960,576,pickup,4,125,885,517
CAM_1256.jpg,960,576,pickup,85,47,954,501
CAM_1257.jpg,960,576,pickup,33,14,626,354
CAM_1258.jpg,960,576,pickup,45,60,471,298
CAM_1259.jpg,960,576,pickup,126,45,822,320
CAM_1261.jpg,960,576,pickup,14,117,881,539
CAM_1262.jpg,960,576,pickup,8,116,941,534
CAM_1264.jpg,960,576,pickup,4,126,958,558
CAM_1265.jpg,960,576,pickup,3,118,941,515
CAM_1266.jpg,960,576,pickup,24,117,891,502
CAM_1267.jpg,960,576,pickup,6,102,929,519
CAM_1268.jpg,960,576,pickup,9,126,939,510
CAM_1269.jpg,960,576,pickup,11,119,953,550
CAM_1271.jpg,960,576,pickup,5,108,936,517
CAM_1272.jpg,960,576,pickup,8,111,932,519
CAM_1273.jpg,960,576,pickup,8,110,891,515
CAM_1274.jpg,960,576,pickup,7,124,885,515
CAM_1275.jpg,960,576,pickup,8,161,960,568
CAM_1276.jpg,960,576,pickup,66,28,766,374
CAM_1278.jpg,960,576,pickup,88,43,819,356
CAM_1279.jpg,960,576,pickup,57,32,888,449
CAM_1280.jpg,960,576,pickup,107,27,873,422
CAM_1281.jpg,960,576,pickup,70,48,699,357
CAM_1282.jpg,960,576,pickup,96,35,790,358
CAM_1283.jpg,960,576,pickup,116,55,945,463
CAM_1284.jpg,960,576,pickup,163,51,903,370
CAM_1285.jpg,960,576,pickup,88,32,883,397
CAM_1286.jpg,960,576,pickup,150,27,916,409
CAM_1287.jpg,960,576,pickup,112,52,958,443
CAM_1288.jpg,960,576,pickup,38,55,884,457
CAM_1291.jpg,960,576,pickup,88,60,933,508
CAM_1292.jpg,960,576,pickup,62,22,794,373
CAM_1293.jpg,960,576,pickup,33,61,929,570
CAM_1294.jpg,960,576,pickup,81,64,891,454
CAM_1295.jpg,960,576,pickup,165,74,888,445
CAM_1296.jpg,960,576,pickup,109,55,874,400
CAM_1298.jpg,960,576,pickup,100,57,823,377
CAM_1299.jpg,960,576,pickup,124,32,881,385
CAM_1300.jpg,960,576,pickup,85,57,849,430
CAM_1301.jpg,960,576,pickup,98,47,896,417
CAM_1302.jpg,960,576,pickup,127,41,903,375
CAM_1303.jpg,960,576,pickup,95,28,823,407
CAM_1304.jpg,960,576,pickup,77,32,924,443
CAM_1305.jpg,960,576,pickup,96,22,809,372
CAM_1307.jpg,960,576,pickup,95,32,959,443
CAM_1308.jpg,960,576,pickup,141,25,912,416
CAM_1309.jpg,960,576,pickup,72,31,822,409
CAM_1310.jpg,960,576,pickup,127,57,931,446
CAM_1312.jpg,960,576,pickup,143,26,838,422
CAM_1313.jpg,960,576,pickup,26,49,658,369
CAM_1360.jpg,960,576,pickup,14,107,960,559
CAM_1363.jpg,960,576,pickup,11,125,924,513
CAM_3001.jpg,960,576,sedan,204,45,858,367
CAM_3002.jpg,960,576,sedan,142,93,869,449
CAM_3004.jpg,960,576,sedan,91,77,687,385
CAM_3005.jpg,960,576,sedan,89,78,772,349
CAM_3006.jpg,960,576,sedan,208,71,773,313
CAM_3007.jpg,960,576,sedan,27,170,941,566
CAM_3009.jpg,960,576,sedan,15,175,953,564
CAM_3010.jpg,960,576,sedan,210,87,925,413
CAM_3011.jpg,960,576,sedan,32,179,957,575
CAM_3012.jpg,960,576,sedan,2,183,960,572
CAM_3013.jpg,960,576,sedan,13,170,945,552
CAM_3014.jpg,960,576,sedan,48,179,945,567
CAM_3015.jpg,960,576,sedan,7,180,949,571
CAM_3016.jpg,960,576,sedan,13,140,960,575
CAM_3017.jpg,960,576,sedan,7,168,951,566
CAM_3018.jpg,960,576,sedan,37,165,894,568
CAM_3020.jpg,960,576,sedan,3,164,945,560
CAM_3021.jpg,960,576,sedan,68,177,951,561
CAM_3022.jpg,960,576,sedan,46,166,933,557
CAM_3023.jpg,960,576,sedan,2,173,954,555
CAM_3024.jpg,960,576,sedan,15,164,936,535
CAM_3025.jpg,960,576,sedan,116,166,943,562
CAM_3026.jpg,960,576,sedan,15,172,948,546
CAM_3027.jpg,960,576,sedan,21,186,948,576
CAM_3028.jpg,960,576,sedan,28,174,952,511
CAM_3029.jpg,960,576,sedan,14,188,949,548
CAM_3030.jpg,960,576,sedan,45,177,806,561
CAM_3031.jpg,960,576,sedan,38,181,769,560
CAM_3033.jpg,960,576,sedan,25,195,730,572
CAM_3034.jpg,960,576,sedan,8,180,790,569
CAM_3035.jpg,960,576,sedan,6,164,696,568
CAM_3036.jpg,960,576,sedan,46,176,702,564
CAM_3037.jpg,960,576,sedan,16,169,717,563
CAM_3038.jpg,960,576,sedan,18,165,696,565
CAM_3039.jpg,960,576,sedan,30,169,664,568
CAM_3040.jpg,960,576,sedan,14,165,746,565
CAM_3041.jpg,960,576,sedan,9,169,726,575
CAM_3042.jpg,960,576,sedan,49,164,932,535
CAM_3043.jpg,960,576,sedan,19,151,719,563
CAM_3044.jpg,960,576,sedan,20,188,769,565
CAM_3045.jpg,960,576,sedan,11,182,756,559
CAM_3046.jpg,960,576,sedan,28,175,752,565
CAM_3048.jpg,960,576,sedan,40,156,660,521
CAM_3049.jpg,960,576,sedan,29,181,713,576
CAM_3050.jpg,960,576,sedan,10,170,740,553
CAM_3051.jpg,960,576,sedan,12,178,760,565
CAM_3052.jpg,960,576,sedan,14,188,757,576
CAM_3053.jpg,960,576,sedan,22,163,682,546
CAM_3054.jpg,960,576,sedan,15,194,723,573
CAM_3055.jpg,960,576,sedan,2,175,709,557
CAM_3056.jpg,960,576,sedan,36,160,765,576
CAM_3057.jpg,960,576,sedan,12,163,905,548
CAM_3058.jpg,960,576,sedan,18,170,847,575
CAM_3059.jpg,960,576,sedan,14,145,756,570
CAM_3060.jpg,960,576,sedan,24,177,738,568
CAM_3061.jpg,960,576,sedan,181,82,866,379
CAM_3062.jpg,960,576,sedan,128,70,792,403
CAM_3063.jpg,960,576,sedan,132,85,860,443
CAM_3065.jpg,960,576,sedan,174,87,892,449
CAM_3066.jpg,960,576,sedan,114,82,842,421
CAM_3067.jpg,960,576,sedan,201,83,758,320
CAM_3068.jpg,960,576,sedan,146,77,835,415
CAM_3069.jpg,960,576,sedan,223,55,918,400
CAM_3070.jpg,960,576,sedan,121,85,788,421
CAM_3071.jpg,960,576,sedan,137,82,886,450
CAM_3072.jpg,960,576,sedan,113,95,873,501
CAM_3073.jpg,960,576,sedan,144,77,877,461
CAM_3074.jpg,960,576,sedan,109,69,850,365
CAM_3075.jpg,960,576,sedan,199,72,774,330
CAM_3076.jpg,960,576,sedan,138,96,889,429
CAM_3077.jpg,960,576,sedan,128,77,818,409
CAM_3078.jpg,960,576,sedan,112,74,740,365
CAM_3079.jpg,960,576,sedan,142,70,768,350
CAM_3080.jpg,960,576,sedan,87,76,830,407
CAM_3081.jpg,960,576,sedan,135,67,780,394
CAM_3082.jpg,960,576,sedan,141,88,910,437
CAM_3084.jpg,960,576,sedan,180,63,741,313
CAM_3085.jpg,960,576,sedan,118,76,800,387
CAM_3086.jpg,960,576,sedan,139,92,922,431
CAM_3087.jpg,960,576,sedan,166,72,726,318
CAM_3088.jpg,960,576,sedan,163,82,952,421
CAM_3089.jpg,960,576,sedan,182,82,952,412
CAM_3090.jpg,960,576,sedan,146,74,755,357
CAM_3091.jpg,960,576,sedan,112,70,618,322
CAM_3092.jpg,960,576,sedan,198,69,793,322
CAM_3093.jpg,960,576,sedan,70,83,915,436
CAM_3094.jpg,960,576,sedan,159,78,744,352
CAM_3095.jpg,960,576,sedan,160,81,850,396
CAM_3096.jpg,960,576,sedan,125,65,703,365
CAM_3097.jpg,960,576,sedan,151,78,858,414
CAM_3098.jpg,960,576,sedan,129,82,851,440
CAM_3099.jpg,960,576,sedan,187,62,767,316
CAM_3100.jpg,960,576,sedan,154,79,885,431
CAM_3101.jpg,960,576,sedan,223,77,939,385
CAM_3102.jpg,960,576,sedan,123,72,921,480
CAM_3103.jpg,960,576,sedan,144,83,911,442
CAM_3134.jpg,960,576,sedan,59,168,908,503
CAM_3135.jpg,960,576,sedan,44,157,921,502
CAM_3137.jpg,960,576,sedan,217,158,950,430
CAM_3138.jpg,960,576,sedan,66,179,892,559
CAM_3139.jpg,960,576,sedan,5,165,905,498
CAM_3140.jpg,960,576,sedan,161,154,943,456
